"Accursio - Portello","Adamello - Lorenzini","Alserio - Cola Montano","Amendola M1","Aquileia","Arcivescovado","Arco della Pace 1 - Bertani","Arco della Pace 2 - Pagano","Arcole - Argelati","Ascanio Sforza - Pavia","Aspromonte - Pecchio","Augusto","B.Marcello - Boscovich","Bacone - Monteverdi","Baldinucci - Maffucci","Balilla - Tibaldi","Bassini - Grossich","Bastioni di Porta Venezia","Bausan - Brofferio","Beatrice d'Este - Cassolo","Beccaria","Benaco - Brembo","Bergognone - Tortona","Bernini","Bertarelli","Bicocca M5 - Pulci","Bocconi 2 - Bach","Bocconi 3 - I. Aragona","Bonomelli","Borgogna","Borsieri - Confalonieri","Bovisa - Lambruschini","Bovisa Passante 1 - Alfieri","Brenta MM","Brera","Brescia","Brianza - Venini","Bronzetti - Archimede","Buenos Aires - Argentina","Buenos Aires - Lima","Buonarroti","Bussero - F. Testi","Ca' Granda - F. Testi","Cadore - Pinaroli","Cadorna 1","Cadorna 2","Cadorna 3","Caiazzo","Cairoli","Caldara / Curtatone","Caneva - Tolentino","Canova - Sangiorgio","Cantù","Cantore","Cardinal Ferrari","Carlo Magno - Alcuino","Castel Morrone - M. A. Di Savoia","Castelli - Ailanti","Castello Acquario civico","Cavour","Centrale 1","Centrale 2","Chiesa - E. Filiberto","Chiese - F. Testi","Cinque Giornate","Cirene - Friuli","Col di Lana - Col Moschin","Conciliazione","Coni Zugna Solari","Cordusio","Crema - Giulio Romano","Crocetta","Cusani","D'Ancona","Dante - San Tomaso","Dateo","De Angeli - R. Sanzio","De Angeli - Ripamonti","De Marchi - Bottelli","De Marchi - Lucini","Dell'Umanitaria","Dergano","Diaz","Domodossola FNM - Filelfo","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Duomo","Durante - D'aviano","Edison","Elba - Cimarosa","Emilia - Piceno","Erculea","F.Filzi","Farini - Quadrio","Fatebenefratelli","Festa del Perdono","Fiamma","Foppa - Caravaggio","Friuli","Gadio - Paleocapa","Galvani - Restelli - RL","Garibaldi - Sturzo","Garibaldi Pepe","Gioia - Carissimi","Gioia - Cassina De' Pomm","Gioia - Pirelli","Gioia - Sassetti","Giovanni XXIII","Gorini - Strambio","Gorizia 1","Gorizia 2","Govone - Borgese","Imbonati - Dergano M3","Indipendenza-Castel Morrone","Istria M5 - F. Testi","Italia - San Martino","IV Novembre","Lagosta","Lancetti Passante - Maloja","Lanza","Lazio - Vasari - Morosini","Legnano Arena civica","Livigno - Monte San Genesio","Lodi - Papi","Lombardia - Vallazze","Loreto 1","Lotto","M. Gioia - ""Regione""","Mac Mahon - Artieri","Mac Mahon - Caracciolo","Maciachini - Marche","Majno - Baretti","Manin - Bastioni","Manzoni","Marussig - Castelvetro","Mascagni","Meda","Medaglie D'Oro 1","Medaglie D'Oro 2","Melchiorre Gioia - Galvani","Melzi d Eril - Cagnola","Mentana","Milizie - Tortona","Missori","Modena - Castel Morrone","Molino delle Armi","Molino Dorino M1","Montenero - Spartaco","Morgagni Redi","Morozzo della Rocca","Moscova","Murat - Villani - Milano Sport","Muratori - Umbria","Napo Torriani","Napoli - Washington","Naviglio G.Valenza","Naviglio Pavese - Torricelli","Nigra - Castellini","Novelli - Carnaghi","Ospedale Maggiore","P.zza Luigi di Savoia","Pagano - Guido D'Arezzo","Palazzo Marino","Palestro 1","Palestro 2","Patellani","Piazza Carbonari","Piazza Nizza","Piazzale Lodi","Piazzi - Bernina","Piola","Pola RL","Porta Genova","Porta Nuova","Porta Venezia","Porta Venezia 2","Porta Volta civ. 5","Procaccini - Gramsci","Procaccini . Cimitero Monumentale","QT8 - Isernia","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE","Regina Margherita","Reni - Guardi","Repubblica","Resistenza Partigiana","Restelli - Galvani RL 1","Richini","Ripamonti Bellezza","Risorgimento","Romagna - Pascoli","Romolo M2","Roncaglia - Washington","Rosario","Rotonda della Besana","S. F. Romana","S. Nazaro in Brolo","S. Stefano","S.Gioachimo","S.M. del Carso","San Babila","San Barnaba H Mangiagalli","San Giorgio","San Giovanni sul Muro","San Gottardo - Gentilino","San Lorenzo - ""Colonne""","San Marco","San Pietro all'Orto","San Pietro in Gessate","San Vito","Sant'Agostino","Sant'Ambrogio","Sant'Angelo - P.ta Nuova","Sant'Eustorgio- P.ta Ticinese","Santa Maria Beltrade","Santa Maria delle Grazie","Santa Sofia","Santissima Trinità","Sarpi Albertini","Sarpi Niccolini","Savona - Tolstoj","Segantini - Darwin","Sempione - Melzi d Eril","Sempione - RAI","Senato","Settembrini - Vitruvio","Spadolini - Centro Leoni","Sraffa","Stefini - Ressi","Stelvio - Farini","Stuparich - Albani","Susa - Sidoli","Suzzani - Arezzo","Taramelli RL","Temolo - Innovazione","Teodorico - Gattamelata","Teodosio - Pacini","Tiraboschi - Muratori","Tommaseo","Torino - Carrobbio","Toscana- Leoni","Treves","Triennale","Tunisia - Cozzi","Tunisia Lecco Bellintani","Università Bocconi","Università Cattolica","V Alpini","Valtellina - Aprica","Valtellina - Farini","Velasca","Vercelli - Cherubini","Vercelli - Piemonte","Verrocchio - Juvara","Vesuvio - Lipari","VI Febbraio","Vigliani - Scarampo","VIII novembre","Villapizzone FFSS - Lambruschini","Vittor Pisani","XXII Marzo","XXIV Maggio","XXV Aprile","Zara M3","Zavattari - Tempesta"
33,5,16,53,26,70,65,37,18,10,13,53,19,59,13,49,29,15,19,33,51,17,46,61,62,8,29,41,20,46,73,7,23,31,59,13,24,35,62,68,50,4,13,67,164,56,283,43,110,45,34,51,48,59,42,19,41,15,17,104,102,67,46,3,76,17,56,42,97,69,39,63,77,68,58,57,47,61,8,6,29,5,74,61,52,233,26,42,52,55,36,53,56,69,37,41,55,42,26,26,88,59,53,32,44,20,48,59,34,11,49,15,30,13,60,19,34,18,54,37,61,9,37,31,36,25,36,17,34,30,82,43,70,13,61,101,58,24,21,54,34,26,59,56,76,0,49,43,29,138,12,36,40,55,19,37,14,28,9,45,72,102,47,14,41,34,5,51,22,56,31,73,52,68,50,36,75,13,9,25,34,37,33,104,24,30,34,93,50,20,65,59,42,111,47,28,56,45,177,57,44,49,54,19,53,33,91,38,62,101,79,40,36,41,53,71,84,84,36,19,71,52,36,15,38,19,0,15,9,60,1,27,15,20,35,32,21,51,23,68,16,73,37,42,59,50,26,21,42,47,55,34,38,38,18,100,2,78,44,41,143,17,14
32,14,29,37,30,77,79,34,16,9,11,57,25,43,12,48,27,16,17,24,55,16,47,65,73,5,28,41,12,48,79,6,28,25,74,19,19,39,56,59,44,6,13,58,135,43,267,43,142,38,25,40,40,44,37,34,52,15,18,104,95,61,38,3,79,27,55,32,95,76,35,49,65,69,61,54,45,41,12,8,28,8,72,61,53,200,14,38,54,44,38,41,50,77,41,37,39,33,17,22,83,61,39,31,38,26,60,69,20,21,26,11,37,11,59,21,35,21,62,34,57,14,26,31,40,25,35,18,24,29,83,54,47,21,61,107,25,71,16,51,25,34,62,46,60,0,39,38,34,153,14,32,45,51,14,34,19,28,7,38,76,126,33,9,34,40,8,51,28,67,35,72,50,56,29,33,61,14,11,30,44,41,24,76,24,25,48,83,46,20,54,52,42,102,36,30,52,51,175,63,44,14,40,30,41,44,67,40,63,96,67,29,41,54,49,85,86,98,34,16,87,42,30,20,42,13,0,21,10,55,4,21,16,17,31,21,25,57,14,81,18,54,48,31,43,48,27,14,24,39,52,34,33,33,14,96,7,86,33,58,133,15,14
7,7,9,25,19,26,28,16,4,7,9,11,12,22,5,23,16,3,6,14,7,10,18,30,13,4,9,10,8,15,30,1,2,16,27,9,8,21,35,38,8,1,2,28,27,8,52,11,56,25,27,14,12,24,11,11,14,3,14,22,17,19,15,4,34,14,26,21,41,7,9,27,13,30,12,19,12,11,0,0,7,5,28,21,9,80,12,6,25,22,5,4,13,15,8,17,24,28,5,6,15,5,14,20,3,8,19,20,18,17,13,10,14,5,17,6,16,6,18,19,19,3,24,13,13,10,7,7,6,6,24,13,12,12,22,26,14,31,8,10,19,17,14,20,12,1,23,29,9,75,9,20,12,37,8,7,11,13,3,7,34,30,8,5,17,15,5,26,3,25,8,31,17,24,36,10,41,9,4,3,15,20,10,32,9,9,10,33,11,13,32,35,14,59,11,1,10,11,76,12,17,16,22,15,9,10,22,13,23,29,21,9,9,21,11,35,43,42,15,9,22,27,13,14,9,14,0,12,2,29,1,5,2,3,19,13,12,13,6,22,7,40,18,11,12,15,10,13,5,41,42,19,11,20,4,38,0,15,24,27,63,5,6
1,2,0,1,3,3,0,7,2,0,0,1,0,1,1,4,0,1,1,0,0,0,0,1,1,0,1,3,1,0,1,0,1,0,3,0,0,3,3,2,0,0,0,0,1,1,4,1,1,4,0,2,1,2,3,1,4,0,0,3,3,6,2,0,0,1,3,1,3,1,0,2,3,2,1,3,2,2,0,0,1,0,4,0,1,6,2,1,1,0,1,0,0,1,0,2,4,0,1,0,0,0,1,0,0,0,3,2,0,3,2,1,0,0,5,2,1,0,0,0,4,1,2,2,1,0,0,0,0,0,1,1,1,1,0,1,1,3,1,0,1,2,2,1,2,0,2,2,5,4,0,2,0,2,0,4,3,1,0,1,2,3,0,0,1,2,0,0,1,7,1,0,5,0,6,2,8,0,0,1,3,2,1,8,1,2,4,1,0,0,0,2,1,2,3,0,1,2,3,1,4,3,1,1,2,1,1,0,1,4,1,0,3,2,0,6,2,6,2,2,7,1,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,5,4,0,1,1,1,0,1,1,2,4,0,1,1,0,2,0,1,0,2,8,2,1
34,14,11,35,20,60,53,36,17,12,12,46,17,43,11,39,25,11,14,31,55,11,40,47,67,7,55,67,14,52,55,11,15,30,70,21,0,31,45,44,38,7,5,60,158,52,267,30,81,28,26,17,40,38,31,23,26,10,8,97,81,71,27,3,81,18,60,26,80,56,31,51,54,64,55,55,43,36,2,8,29,6,80,59,53,163,27,36,39,29,29,40,41,56,35,37,40,21,11,27,92,49,51,25,23,23,37,60,0,26,24,17,28,11,51,20,28,19,41,26,45,16,17,22,37,20,28,13,29,23,69,41,49,18,39,92,16,48,19,49,27,24,47,46,51,0,37,34,25,110,7,30,40,51,22,35,19,25,11,46,55,117,35,9,10,22,5,45,14,68,32,60,34,57,26,24,64,33,5,22,36,37,24,73,17,29,26,77,50,23,51,61,37,77,35,25,45,41,136,45,44,39,44,29,46,38,83,33,49,79,60,29,33,27,41,48,84,68,24,15,78,51,27,16,30,19,0,22,11,45,0,19,20,13,23,24,24,44,7,61,8,57,47,41,55,27,23,15,25,30,45,27,35,26,9,58,3,67,45,53,130,14,17
19,9,14,30,11,29,39,22,9,15,8,19,11,28,4,38,10,6,7,17,27,10,15,36,25,6,20,39,13,24,41,5,14,20,26,13,15,27,31,27,27,3,7,41,109,41,254,18,55,36,26,32,15,31,21,16,28,13,1,43,92,52,24,1,38,18,32,17,52,27,26,36,29,29,33,32,18,17,7,4,15,7,39,30,31,86,10,23,31,26,14,23,26,25,19,17,32,29,12,12,59,33,22,16,19,14,28,36,3,20,23,6,23,7,33,10,26,8,21,16,32,7,22,24,20,5,6,12,18,9,26,9,14,17,20,35,15,41,12,25,14,16,21,32,28,0,26,33,21,68,10,16,16,38,11,28,15,22,5,26,28,40,24,1,19,21,3,37,11,27,14,48,22,33,33,21,61,11,2,13,30,29,13,53,17,12,26,46,16,7,32,28,28,54,16,10,29,18,77,29,19,18,47,12,29,11,47,16,51,41,21,26,15,28,20,50,58,53,15,9,37,32,9,5,21,13,1,8,9,43,0,10,9,8,24,20,12,27,9,40,6,39,34,35,24,28,13,12,14,34,27,20,28,19,11,54,2,57,23,28,90,10,7
36,11,15,47,37,68,74,49,14,10,25,61,16,43,8,49,18,20,26,30,65,25,45,57,56,7,58,74,14,38,67,12,19,28,76,23,21,37,62,61,59,4,10,32,182,54,278,44,105,31,17,43,50,35,38,29,40,12,20,104,129,68,30,5,95,18,70,20,93,63,39,68,72,59,55,45,51,49,4,9,32,12,83,73,75,233,38,59,36,50,38,47,36,49,42,35,39,31,19,28,111,41,42,31,33,25,64,67,29,26,23,18,38,11,67,26,37,19,57,20,56,16,18,31,36,18,47,7,26,28,54,45,49,21,61,106,29,85,11,43,26,31,63,35,50,3,57,42,33,138,12,36,38,43,21,39,22,24,7,46,70,94,57,14,41,31,4,52,27,61,38,82,40,68,57,28,64,30,9,30,38,40,34,82,26,27,26,79,49,24,69,61,43,93,42,27,48,30,178,53,50,51,61,36,37,49,100,34,62,91,64,41,34,51,55,75,92,72,43,11,74,59,17,8,39,23,7,27,13,39,1,34,22,20,23,17,30,42,21,68,21,74,39,58,58,42,31,20,41,52,12,42,43,32,16,83,4,95,57,54,148,19,15
27,17,23,36,28,82,67,23,18,11,16,50,20,42,10,58,31,3,10,27,50,11,45,49,73,9,64,65,20,57,91,11,22,37,65,20,19,27,39,49,36,3,18,66,145,53,291,28,92,44,41,48,44,35,36,15,33,11,13,114,121,68,36,4,78,19,60,17,91,53,38,42,67,65,63,49,43,36,5,5,31,5,71,54,47,194,20,37,41,36,35,46,47,67,29,31,36,45,18,25,88,56,35,25,27,19,40,45,26,21,28,21,32,9,58,26,48,9,50,36,43,13,37,25,48,25,34,7,14,26,63,45,41,13,38,92,39,52,11,41,26,26,45,43,41,0,43,41,22,138,13,22,34,52,21,33,25,26,13,37,56,106,37,10,27,37,7,60,12,44,40,78,43,46,62,30,81,23,10,36,34,35,24,70,27,26,40,78,46,20,48,48,36,83,38,22,47,40,157,48,44,43,66,29,38,24,88,31,55,84,53,32,34,44,35,68,76,69,31,8,84,62,24,14,31,11,9,20,13,46,2,36,16,17,32,23,22,45,18,78,17,59,40,56,49,36,18,20,28,33,43,25,29,20,6,72,4,85,30,56,155,13,21
23,5,18,21,12,28,33,23,10,13,7,28,15,29,11,40,18,8,9,15,24,8,16,34,29,3,21,32,10,15,41,3,13,16,31,10,12,23,28,33,24,4,6,43,113,44,182,22,51,24,25,29,21,21,17,10,27,13,9,65,84,45,20,2,29,13,28,18,51,19,26,35,29,36,37,32,27,23,2,2,20,11,37,40,23,100,21,21,35,29,15,12,33,28,12,19,33,33,13,17,78,42,25,15,24,11,24,30,18,12,26,13,22,4,32,18,24,9,22,21,35,7,22,14,20,2,17,13,17,10,39,18,13,12,18,35,14,34,18,33,18,15,26,35,31,0,28,25,16,85,11,14,20,51,16,29,11,13,3,31,34,57,14,4,13,16,4,35,12,21,15,55,25,36,24,32,62,10,3,18,27,27,13,39,12,12,25,51,24,12,33,26,19,53,14,9,26,19,72,28,20,27,46,11,18,16,49,25,34,35,24,20,14,18,38,61,48,51,30,8,45,35,10,8,21,7,12,19,3,40,1,12,9,8,17,19,13,25,9,33,10,37,31,39,23,25,18,9,15,24,19,13,15,13,7,53,2,47,23,27,76,17,6
22,6,8,14,11,28,37,21,6,5,5,10,10,22,4,28,20,9,7,25,21,11,10,21,16,1,15,21,6,14,21,0,3,11,19,12,19,21,26,36,15,1,5,25,19,3,48,14,40,21,22,15,23,27,19,8,13,10,15,18,24,16,25,0,22,14,28,16,50,26,20,27,12,26,10,14,27,16,2,2,8,6,33,16,16,50,13,10,18,25,7,6,14,8,7,8,25,16,6,11,29,7,14,17,4,8,12,22,18,7,9,9,4,8,18,9,25,8,24,15,22,2,15,15,10,11,7,11,6,11,16,9,17,14,8,29,11,39,12,9,9,14,24,19,21,0,19,26,5,57,12,14,11,33,9,14,8,13,1,9,16,48,9,4,19,19,3,29,7,31,5,23,16,31,32,10,50,11,3,2,11,28,12,47,7,4,21,37,13,6,31,25,7,42,18,8,17,15,88,10,21,9,36,20,13,12,23,12,24,29,14,12,21,14,9,33,38,52,16,1,26,21,7,9,7,11,5,10,2,23,2,4,0,3,18,11,7,20,6,24,12,27,24,19,12,27,15,7,1,19,20,11,6,11,7,35,0,15,17,29,68,11,2
5,2,4,4,3,10,2,2,2,1,0,3,1,6,1,10,5,2,2,1,4,3,1,5,5,1,4,8,1,5,2,0,0,3,7,2,0,5,8,4,0,0,2,7,7,1,17,2,9,4,2,2,2,4,6,4,4,2,1,7,17,15,3,4,9,2,10,7,6,4,4,8,3,3,1,4,5,8,1,1,2,0,10,6,3,15,7,1,8,6,2,0,2,3,3,5,9,3,1,1,9,3,5,8,4,1,7,5,2,4,4,1,3,4,10,2,4,0,8,3,8,3,6,3,2,0,0,0,1,0,5,1,6,6,0,3,7,6,5,2,4,2,5,7,2,0,11,9,3,8,2,3,4,4,2,2,2,1,2,6,5,6,5,1,6,3,1,3,1,6,2,5,4,4,5,6,6,0,1,3,0,6,4,4,0,3,4,7,6,1,7,7,1,15,3,0,2,6,12,5,3,5,8,4,3,4,3,2,5,6,6,6,4,7,6,7,9,11,8,4,8,5,3,6,2,4,2,6,0,8,0,0,0,0,5,8,1,7,1,4,3,7,7,4,4,4,1,1,3,6,3,0,4,2,1,8,1,4,4,7,23,0,1
28,15,20,33,18,83,56,28,14,13,10,65,17,46,11,55,29,13,22,31,60,21,39,53,63,5,61,64,15,65,61,14,9,34,62,20,17,33,54,47,40,2,13,49,135,55,269,31,86,31,29,42,41,39,39,19,41,12,10,109,120,66,35,8,69,20,63,41,84,64,30,50,75,62,61,46,38,42,7,2,34,6,68,83,53,170,18,35,50,32,35,35,33,69,48,44,29,31,15,28,84,62,46,27,39,29,38,53,27,19,33,22,34,9,61,22,36,12,39,32,54,15,41,31,33,16,37,10,14,35,76,45,56,25,59,113,27,70,12,43,30,25,45,46,48,0,43,36,33,123,9,36,30,39,15,30,28,22,9,46,61,122,38,7,33,32,7,48,25,67,31,70,43,45,40,21,66,16,8,29,36,39,29,79,24,30,32,70,48,28,55,58,40,97,27,23,56,38,162,60,37,44,41,28,39,35,92,45,69,92,44,33,39,50,54,74,80,71,29,20,64,63,31,21,34,11,13,28,13,22,2,29,17,22,23,23,26,41,11,54,15,85,35,64,47,50,27,22,33,36,58,32,36,38,9,76,4,72,40,53,129,19,19
18,10,10,21,12,39,21,15,4,14,3,25,11,15,8,28,18,6,5,16,25,11,21,32,33,6,36,36,9,18,42,1,15,11,22,13,12,27,20,23,18,1,11,31,101,38,180,19,37,21,15,31,18,25,20,13,12,8,3,51,76,26,21,0,41,15,28,8,39,24,17,19,31,30,22,30,16,20,3,0,17,2,33,54,30,87,10,18,32,21,16,17,23,26,14,17,24,17,8,13,53,49,22,17,18,6,30,30,15,12,14,10,11,5,29,16,19,11,26,16,25,6,12,11,17,4,15,11,5,10,36,18,20,16,36,41,9,34,9,30,10,20,32,24,24,1,19,21,16,55,8,13,14,31,11,27,15,14,4,24,29,56,13,6,13,9,6,35,11,31,16,44,24,28,21,12,39,12,2,8,3,16,9,41,5,13,15,38,24,12,22,27,24,53,10,11,19,24,78,20,16,17,30,9,18,12,28,20,27,43,24,19,19,21,25,38,53,30,14,9,36,28,16,9,17,12,5,17,5,21,0,12,10,11,16,14,8,22,14,40,10,39,17,28,22,26,16,11,21,14,25,10,14,16,6,52,2,40,15,25,62,10,5
11,12,10,19,11,71,22,14,11,8,1,17,8,19,4,29,19,11,7,18,40,9,22,32,32,2,33,39,11,27,39,3,12,9,40,13,6,30,25,22,24,0,8,34,78,16,145,15,48,23,15,28,34,26,18,9,22,6,15,57,58,37,28,1,47,18,33,23,51,37,17,32,37,46,34,25,29,26,1,4,21,5,50,37,38,132,16,29,14,18,27,24,26,50,29,30,24,18,9,11,62,27,25,11,28,9,20,36,16,12,10,8,13,7,41,14,20,9,28,21,19,6,24,14,23,6,18,5,14,20,51,34,29,8,32,75,9,39,9,31,18,15,36,32,27,0,28,19,18,81,8,18,21,24,10,24,12,21,2,33,33,74,25,9,25,13,2,32,12,46,20,38,22,26,28,16,38,11,2,19,23,24,15,45,11,23,22,55,25,17,24,33,26,46,25,8,32,23,101,30,26,18,36,21,28,20,46,23,39,60,31,25,18,22,29,47,52,36,17,10,34,34,14,9,26,5,9,11,12,34,3,19,11,14,14,8,8,30,15,30,5,52,16,31,31,26,20,6,26,24,33,16,14,19,7,51,3,41,16,31,53,11,12
31,13,19,53,28,99,62,41,14,10,2,56,23,42,14,55,31,13,9,31,55,17,37,64,73,8,51,62,22,64,78,7,28,27,59,25,29,27,72,63,38,3,15,45,129,46,277,37,103,37,35,41,54,55,40,16,48,12,22,115,111,68,48,8,75,21,69,46,102,65,40,56,65,77,61,43,42,49,6,6,36,7,72,81,72,236,36,50,43,38,27,48,38,72,47,43,45,45,25,26,108,62,51,36,31,18,46,62,19,22,32,14,32,12,60,34,41,20,42,36,52,13,29,26,41,16,37,13,29,32,72,41,53,19,57,122,26,67,14,46,27,38,67,45,43,0,48,48,41,115,17,39,29,63,21,35,26,38,10,38,60,46,46,8,35,30,11,63,24,55,39,63,46,55,64,26,79,25,11,28,44,37,25,75,22,31,36,70,37,29,51,51,44,101,33,28,60,42,185,54,39,41,51,21,45,35,101,35,72,90,67,43,32,54,56,82,81,74,39,16,72,51,30,16,32,21,13,26,8,50,0,30,17,25,31,19,27,50,20,84,14,69,48,58,44,44,22,18,41,40,51,28,43,29,7,81,2,84,41,55,119,22,19
35,5,20,52,30,96,69,37,10,11,15,50,23,57,15,53,33,10,12,30,61,15,35,65,80,12,35,65,16,60,71,11,27,25,85,24,30,48,54,63,40,10,12,50,148,54,258,28,107,34,26,42,48,39,38,27,53,16,15,111,113,57,36,6,79,29,48,34,103,66,25,58,71,71,46,50,48,56,9,9,34,6,92,69,54,223,24,33,51,52,35,34,52,66,47,41,47,47,19,32,104,46,38,29,35,24,49,70,33,27,34,16,33,8,56,25,44,12,55,36,49,9,38,20,34,17,27,17,33,34,71,36,49,25,46,147,37,75,12,59,21,29,51,66,53,0,47,35,31,117,18,42,26,49,18,31,22,27,10,42,65,24,45,8,26,34,8,62,23,61,34,71,35,53,57,22,70,20,6,30,39,47,27,80,25,29,47,63,41,32,65,57,46,98,30,19,59,29,168,69,39,35,73,27,27,31,83,45,67,91,57,31,35,59,55,80,80,76,42,14,79,57,30,15,39,8,12,19,10,62,1,34,15,26,32,20,29,48,18,80,20,50,43,61,57,39,23,15,46,50,55,35,42,38,10,80,4,68,36,47,141,13,19
23,0,6,31,23,49,63,28,12,9,12,18,14,44,9,37,17,9,12,6,16,14,22,34,13,1,19,25,9,21,47,1,4,15,37,20,17,27,34,53,20,6,11,55,16,10,61,15,66,30,37,17,26,50,26,10,27,7,16,32,35,28,36,3,57,13,44,13,55,29,28,27,23,31,16,18,46,37,7,9,11,5,51,37,19,109,11,9,35,26,7,7,19,23,14,14,31,21,13,10,42,13,31,23,11,9,30,17,27,21,12,8,23,8,28,13,41,11,28,24,28,10,34,12,23,9,6,9,13,6,26,20,15,20,16,48,19,48,7,16,11,18,27,40,22,1,23,24,11,104,15,24,13,30,10,16,13,13,4,10,35,29,25,3,28,25,5,32,4,33,6,21,24,44,48,19,61,20,5,1,30,40,18,67,10,11,32,55,21,14,40,57,18,62,33,10,21,24,108,29,24,24,32,26,20,21,36,18,40,46,21,30,15,24,15,44,54,57,32,14,41,23,11,12,25,2,19,29,5,34,2,1,6,8,25,15,15,36,6,35,13,30,41,22,22,19,6,12,5,40,48,17,13,31,12,43,1,22,25,50,69,14,10
22,4,14,26,17,51,74,40,12,9,8,7,13,25,11,39,31,6,12,0,24,17,28,30,10,7,14,14,12,13,31,1,2,21,42,23,13,29,32,53,19,1,5,30,28,3,55,20,74,25,19,8,18,37,18,7,18,5,31,44,55,48,21,3,37,15,34,24,48,21,20,0,29,47,18,20,26,44,1,2,5,10,64,23,12,104,15,9,21,21,3,2,14,11,6,12,20,13,41,8,73,17,18,29,5,6,20,33,32,29,25,4,22,6,14,14,21,9,37,22,37,13,22,2,28,15,11,9,9,7,25,26,23,24,10,39,12,48,13,11,12,6,16,12,47,1,17,27,7,61,18,20,7,46,6,13,5,12,4,18,32,41,27,11,22,16,5,27,7,47,10,30,18,40,42,11,45,15,14,0,7,24,12,52,9,22,23,50,7,2,33,37,7,48,25,6,21,20,84,16,22,21,26,10,16,18,17,11,24,40,16,28,22,20,20,45,55,46,22,9,33,21,8,8,10,2,14,18,2,42,1,3,3,6,32,17,6,31,8,26,24,25,24,31,20,18,13,3,8,20,39,25,15,18,6,23,0,29,19,52,103,17,11
32,14,18,44,31,69,54,33,11,13,9,52,20,48,10,47,24,5,15,10,54,21,40,59,67,5,51,68,17,45,53,7,21,31,58,16,26,34,44,53,39,2,12,49,152,60,242,40,86,45,21,36,40,34,46,15,32,19,15,96,122,62,30,5,67,32,63,40,93,54,38,13,63,70,59,48,30,35,2,12,34,13,72,76,58,176,24,49,40,48,39,33,43,57,44,33,42,39,13,25,104,54,50,21,35,23,46,68,25,15,34,11,35,11,59,19,25,14,47,19,57,17,31,18,40,18,27,13,30,32,84,36,43,29,54,140,31,78,15,38,24,30,56,46,50,0,31,35,38,98,19,29,30,62,21,33,14,31,8,37,65,58,32,4,38,29,6,56,23,47,32,74,37,51,46,24,66,16,6,25,25,33,31,76,22,28,35,43,42,23,41,49,38,85,37,22,59,30,157,58,55,45,76,1,44,46,83,36,63,91,60,45,24,57,45,58,70,69,31,18,64,56,27,24,29,7,17,22,15,37,3,25,17,25,28,20,19,54,18,63,16,68,16,70,55,40,16,20,43,39,42,30,31,27,5,82,4,67,39,32,103,14,21
30,23,15,48,37,102,60,47,7,18,23,63,27,61,14,63,28,17,14,42,56,25,53,68,79,8,63,89,17,66,64,7,22,29,75,32,26,43,64,63,39,8,15,64,147,64,320,44,128,46,37,41,49,59,42,20,52,13,24,96,104,66,44,7,77,31,56,34,103,65,41,67,83,73,63,60,39,46,4,6,39,10,93,76,62,221,33,50,48,50,39,43,45,67,48,46,54,39,21,37,118,64,45,37,40,32,54,69,39,28,36,19,27,15,58,28,40,18,47,30,59,14,43,37,44,21,31,11,30,26,75,45,68,23,58,98,28,60,14,43,29,32,70,44,71,1,49,40,44,140,13,30,43,73,20,34,22,37,18,39,76,119,52,10,39,29,5,43,33,50,39,61,55,56,58,30,70,21,9,23,41,43,26,102,26,40,44,82,37,28,68,58,41,95,30,24,48,45,192,72,42,39,64,4,47,35,99,48,77,98,67,40,42,57,59,83,76,68,32,21,79,54,39,19,38,29,17,35,13,64,4,30,18,30,37,34,27,54,25,68,23,67,39,61,55,53,29,25,48,49,60,36,38,28,14,95,2,101,32,67,130,14,19
29,18,16,37,28,73,79,33,18,37,18,71,19,44,15,67,28,15,19,30,66,26,44,54,71,12,60,74,20,56,70,7,17,25,82,21,29,44,57,76,51,3,14,61,150,63,248,44,104,43,37,48,48,56,42,27,41,12,20,118,136,66,37,5,77,31,82,46,119,78,50,66,81,84,64,51,45,46,3,17,35,13,108,85,57,219,39,43,45,52,36,49,48,51,61,45,57,44,23,29,114,61,55,31,52,26,59,67,25,12,36,18,40,15,63,27,43,16,60,30,67,20,33,27,29,16,38,17,27,31,93,50,49,28,56,113,31,66,19,43,38,40,76,62,41,0,55,40,32,145,20,32,33,70,20,36,25,30,11,49,61,131,51,23,44,32,9,68,23,71,43,89,50,55,57,27,82,27,12,15,35,41,26,85,37,36,35,91,49,31,52,65,40,90,44,31,56,41,198,44,51,71,67,40,42,49,109,46,60,100,78,47,48,46,52,73,100,82,41,21,79,68,33,19,46,44,28,28,15,52,3,25,15,32,40,36,40,51,15,83,21,67,39,52,52,42,36,25,47,45,48,37,38,29,10,77,4,95,33,38,142,15,18
